고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
9299,IN-2015-10979,2016-10-31,2016-11-04,표준 배송,MO-17800,장미영,홈 오피스,남구,울산광역시,대한민국,영남,OFF-AP-10001931,사무용품,가전,"Cuisinart Stove, Red",4392446.4,8,0,1756929.6
9300,IN-2015-10979,2016-10-31,2016-11-04,표준 배송,MO-17800,장미영,홈 오피스,남구,울산광역시,대한민국,영남,TEC-CO-10000679,사무기기,복사기,"Hewlett Personal Copier, High-Speed",435958.2,3,0,4314.6
9301,ID-2015-77864,2016-12-10,2016-12-15,표준 배송,JK-15370,이재혁,소비자,나주시,전라남도,대한민국,호남,OFF-PA-10004380,사무용품,종이,"SanDisk Memo Slips, Multicolor",29824.902,3,0.47,-19747.098
9302,ID-2015-77864,2016-12-10,2016-12-15,표준 배송,JK-15370,이재혁,소비자,나주시,전라남도,대한민국,호남,OFF-BI-10002853,사무용품,바인더,"Avery Binder Covers, Recycled",48383.19,5,0.17,17477.19
9303,IN-2015-29116,2016-06-18,2016-06-24,표준 배송,PH-18790,전용상,홈 오피스,관악구,서울특별시,대한민국,수도권,FUR-CH-10002966,가구,의자,"Harbour Creations Swivel Stool, Red",183722.4,1,0,5508
9304,ID-2013-58530,2014-11-28,2014-12-03,표준 배송,ML-18265,유일,소비자,서구,인천광역시,대한민국,수도권,TEC-CO-10002911,사무기기,복사기,"Hewlett Wireless Fax, Laser",775587.6,2,0,147308.4
9305,ID-2013-58530,2014-11-28,2014-12-03,표준 배송,ML-18265,유일,소비자,서구,인천광역시,대한민국,수도권,FUR-BO-10000071,가구,책장,"Safco 3-Shelf Cabinet, Metal",343332,2,0,161323.2
9306,IN-2013-48240,2014-05-26,2014-05-29,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,TEC-PH-10004664,사무기기,전화기,"Nokia Smart Phone, with Caller ID",1955064.6,3,0,508296.6
9307,IN-2013-48240,2014-05-26,2014-05-29,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,FUR-TA-10000226,가구,탁자,"Chromcraft Conference Table, with Bottom Storage",1780246.8,2,0,231397.2
9308,IN-2013-48240,2014-05-26,2014-05-29,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-LA-10002992,사무용품,라벨,"Novimex Removable Labels, 5000 Label Set",50337,5,0,459
9309,IN-2013-48240,2014-05-26,2014-05-29,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-BI-10004589,사무용품,바인더,"Avery Binding Machine, Economy",99633.6,2,0,13892.4
9310,IN-2013-48240,2014-05-26,2014-05-29,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-LA-10001658,사무용품,라벨,"Avery Round Labels, 5000 Label Set",30722.4,4,0,3916.8
9311,IN-2013-48240,2014-05-26,2014-05-29,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-EN-10002556,사무용품,봉투,"Ames Business Envelopes, Recycled",69523.2,4,0,29865.6
9312,ID-2014-79117,2015-12-19,2015-12-21,빠른 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,수도권,FUR-TA-10002256,가구,탁자,"Hon Wood Table, Fully Assembled",467372.16,2,0.57,-250014.24
9313,ID-2014-79117,2015-12-19,2015-12-21,빠른 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,수도권,OFF-SU-10000484,사무용품,일반 사무용품,"Kleencut Ruler, High Speed",91839.168,8,0.17,13258.368
9314,ID-2015-17937,2016-06-27,2016-07-03,표준 배송,DP-13000,최수혜,소비자,거제시,경상남도,대한민국,영남,OFF-EN-10004892,사무용품,봉투,"Ames Manila Envelope, with clear poly window",30522.276,2,0.47,-3504.924
9315,ID-2013-18742,2014-11-02,2014-11-03,특급 배송,HG-15025,김재윤,소비자,마포구,서울특별시,대한민국,수도권,TEC-CO-10002697,사무기기,복사기,"Brother Wireless Fax, High-Speed",576825.3,3,0.5,-242306.1
9316,ID-2015-62856,2016-07-29,2016-08-02,빠른 배송,BP-11290,문회창,소비자,수원시,경기도,대한민국,수도권,OFF-SU-10003665,사무용품,일반 사무용품,"Kleencut Trimmer, Serrated",41226.156,2,0.47,-26461.044
9317,ID-2015-62856,2016-07-29,2016-08-02,빠른 배송,BP-11290,문회창,소비자,수원시,경기도,대한민국,수도권,TEC-MA-10003624,사무기기,전산기기,"StarTech Inkjet, Wireless",1277392.41,5,0.17,446296.41
9318,IN-2014-12505,2015-11-23,2015-11-27,표준 배송,ME-17725,안솔길,소비자,안산시,경기도,대한민국,수도권,FUR-CH-10002944,가구,의자,"Office Star Steel Folding Chair, Black",455328,5,0,27234
9319,IN-2014-12505,2015-11-23,2015-11-27,표준 배송,ME-17725,안솔길,소비자,안산시,경기도,대한민국,수도권,TEC-AC-10004652,사무기기,악세사리,"Belkin Mouse, Erganomic",78580.8,2,0,17258.4
9320,IN-2014-12505,2015-11-23,2015-11-27,표준 배송,ME-17725,안솔길,소비자,안산시,경기도,대한민국,수도권,OFF-PA-10004260,사무용품,종이,"Xerox Memo Slips, Recycled",41126.4,3,0,15147
9321,IN-2014-12505,2015-11-23,2015-11-27,표준 배송,ME-17725,안솔길,소비자,안산시,경기도,대한민국,수도권,OFF-FA-10002388,사무용품,파스너,"Accos Push Pins, Assorted Sizes",24418.8,2,0,1162.8
9322,IN-2014-12505,2015-11-23,2015-11-27,표준 배송,ME-17725,안솔길,소비자,안산시,경기도,대한민국,수도권,TEC-AC-10001463,사무기기,악세사리,"Logitech Numeric Keypad, Programmable",97552.8,2,0,17503.2
9323,IN-2015-41352,2016-10-13,2016-10-18,표준 배송,SP-20650,김지혜,기업 고객,안양시,경기도,대한민국,수도권,OFF-ST-10004768,사무용품,수납용품,"Eldon Lockers, Industrial",1343655.792,8,0.17,404602.992
9324,IN-2014-59748,2015-06-15,2015-06-20,표준 배송,TR-21325,권은아,소비자,서구,부산광역시,대한민국,영남,OFF-EN-10001491,사무용품,봉투,"Jiffy Interoffice Envelope, Set of 50",284212.8,6,0,56732.4
9325,IN-2014-59748,2015-06-15,2015-06-20,표준 배송,TR-21325,권은아,소비자,서구,부산광역시,대한민국,영남,OFF-PA-10003805,사무용품,종이,"Eaton Note Cards, Multicolor",219340.8,7,0,54835.2
9326,IN-2014-41569,2015-12-21,2015-12-26,빠른 배송,RP-19390,권주상,소비자,북구,울산광역시,대한민국,영남,OFF-ST-10003953,사무용품,수납용품,"Smead File Cart, Industrial",1047744,8,0,293270.4
9327,IN-2015-62338,2016-06-26,2016-07-02,표준 배송,AH-10690,조만규,기업 고객,유성구,대전광역시,대한민국,충청,OFF-BI-10001659,사무용품,바인더,"Cardinal Index Tab, Clear",7405.2,1,0,1315.8
9328,IN-2015-27933,2016-07-22,2016-07-29,표준 배송,KM-16660,원지혜,소비자,시흥시,경기도,대한민국,수도권,FUR-BO-10000668,가구,책장,"Sauder Classic Bookcase, Mobile",2079852.93,5,0.07,111813.93
9329,ID-2013-39903,2014-01-03,2014-01-07,표준 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,FUR-CH-10001752,가구,의자,"Harbour Creations Steel Folding Chair, Black",639715.644,9,0.27,-52639.956
9330,ID-2013-39903,2014-01-03,2014-01-07,표준 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,OFF-ST-10002395,사무용품,수납용품,"Rogers Lockers, Single Width",1254280.23,7,0.17,407976.03
9331,ID-2013-39903,2014-01-03,2014-01-07,표준 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,TEC-CO-10000679,사무기기,복사기,"Hewlett Personal Copier, High-Speed",270294.084,2,0.07,-17468.316
9332,ID-2013-39903,2014-01-03,2014-01-07,표준 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,OFF-AP-10004964,사무용품,가전,"Hoover Stove, White",2878152.156,6,0.17,346675.356
9333,ID-2013-39903,2014-01-03,2014-01-07,표준 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,OFF-FA-10001521,사무용품,파스너,"Stockwell Thumb Tacks, Assorted Sizes",17807.364,3,0.47,-9457.236
9334,ID-2013-39903,2014-01-03,2014-01-07,표준 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,TEC-AC-10004414,사무기기,악세사리,"Enermax Router, Bluetooth",279306.396,2,0.47,-79080.804
9335,IN-2014-15368,2015-04-19,2015-04-20,특급 배송,LC-16885,강재환,소비자,천안시,충청남도,대한민국,충청,TEC-CO-10001775,사무기기,복사기,"Sharp Wireless Fax, Laser",1633672.8,5,0.1,598933.8
9336,ID-2012-75652,2013-07-07,2013-07-11,표준 배송,JD-15790,권효영,소비자,서초구,서울특별시,대한민국,수도권,FUR-BO-10003913,가구,책장,"Safco Stackable Bookrack, Pine",184003.92,2,0.4,-92008.08
9337,ID-2012-75652,2013-07-07,2013-07-11,표준 배송,JD-15790,권효영,소비자,서초구,서울특별시,대한민국,수도권,OFF-BI-10001326,사무용품,바인더,"Cardinal Binder, Recycled",43421.4,5,0.4,-10893.6
9338,ID-2012-75652,2013-07-07,2013-07-11,표준 배송,JD-15790,권효영,소비자,서초구,서울특별시,대한민국,수도권,FUR-FU-10001619,가구,가구류,"Advantus Clock, Erganomic",91818.36,3,0.4,-1542.24
9339,IN-2013-32749,2014-09-29,2014-10-04,표준 배송,RF-19735,전정수,소비자,동작구,서울특별시,대한민국,수도권,TEC-CO-10001352,사무기기,복사기,"HP Ink, Digital",117816.12,1,0.1,30085.92
9340,IN-2013-32749,2014-09-29,2014-10-04,표준 배송,RF-19735,전정수,소비자,동작구,서울특별시,대한민국,수도권,OFF-PA-10002373,사무용품,종이,"Enermax Parchment Paper, Premium",42384.06,3,0.1,-4709.34
9341,IN-2013-32749,2014-09-29,2014-10-04,표준 배송,RF-19735,전정수,소비자,동작구,서울특별시,대한민국,수도권,OFF-AR-10001952,사무용품,필기구,"BIC Canvas, Easy-Erase",148633.38,3,0.1,28008.18
9342,ID-2015-68029,2016-02-28,2016-03-03,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,호남,OFF-BI-10000348,사무용품,바인더,"Cardinal Index Tab, Durable",37307.52,8,0.4,-4553.28
9343,ID-2015-58614,2016-04-30,2016-05-04,표준 배송,BP-11095,배현지,기업 고객,제천시,충청북도,대한민국,충청,TEC-PH-10001619,사무기기,전화기,"Cisco Signal Booster, Full Size",259262.784,2,0.17,-21890.016
9344,ID-2015-58614,2016-04-30,2016-05-04,표준 배송,BP-11095,배현지,기업 고객,제천시,충청북도,대한민국,충청,OFF-ST-10003150,사무용품,수납용품,"Smead Lockers, Wire Frame",213526.188,2,0.47,-145044.612
9345,IN-2015-69506,2016-08-23,2016-08-28,표준 배송,NH-18610,임종인,기업 고객,성남시,경기도,대한민국,수도권,OFF-PA-10003654,사무용품,종이,"SanDisk Memo Slips, Recycled",62020.08,4,0.1,7552.08
9346,IN-2015-69506,2016-08-23,2016-08-28,표준 배송,NH-18610,임종인,기업 고객,성남시,경기도,대한민국,수도권,OFF-FA-10001082,사무용품,파스너,"OIC Staples, Assorted Sizes",32276.88,4,0.1,-2974.32
9347,IN-2015-38335,2016-10-27,2016-10-28,특급 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,충청,OFF-FA-10001621,사무용품,파스너,"OIC Rubber Bands, Bulk Pack",78351.3,5,0.1,20823.3
9348,IN-2015-38335,2016-10-27,2016-10-28,특급 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,충청,FUR-BO-10001342,가구,책장,"Safco Corner Shelving, Metal",410125.68,3,0.1,-45569.52
9349,IN-2012-13534,2013-06-11,2013-06-16,표준 배송,MG-17875,김주경,홈 오피스,영암군,전라남도,대한민국,호남,OFF-EN-10003455,사무용품,봉투,"Cameo Manila Envelope, Set of 50",55080,2,0,18727.2
9350,IN-2015-25462,2016-10-04,2016-10-06,빠른 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,수도권,OFF-AR-10004138,사무용품,필기구,"Stanley Pens, Easy-Erase",23052.816,3,0.27,2489.616
9351,IN-2015-25462,2016-10-04,2016-10-06,빠른 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,수도권,OFF-BI-10000089,사무용품,바인더,"Wilson Jones 3-Hole Punch, Recycled",96004.44,4,0.17,37007.64
9352,IN-2015-23467,2016-01-04,2016-01-05,당일 배송,ML-17755,반윤형,홈 오피스,종로구,서울특별시,대한민국,수도권,OFF-BI-10004369,사무용품,바인더,"Ibico Hole Reinforcements, Recycled",59976,8,0,21542.4
9353,IN-2015-23467,2016-01-04,2016-01-05,당일 배송,ML-17755,반윤형,홈 오피스,종로구,서울특별시,대한민국,수도권,TEC-CO-10004263,사무기기,복사기,"Hewlett Personal Copier, Laser",294310.8,2,0,11750.4
9354,IN-2013-37054,2014-02-16,2014-02-19,특급 배송,PK-18910,천경아,홈 오피스,용산구,서울특별시,대한민국,수도권,TEC-CO-10002316,사무기기,복사기,"Brother Personal Copier, Laser",406636.362,3,0.07,78634.962
9355,IN-2013-37054,2014-02-16,2014-02-19,특급 배송,PK-18910,천경아,홈 오피스,용산구,서울특별시,대한민국,수도권,OFF-LA-10003381,사무용품,라벨,"Harbour Creations Color Coded Labels, Alphabetical",20629.296,3,0.47,-14805.504
9356,IN-2013-37054,2014-02-16,2014-02-19,특급 배송,PK-18910,천경아,홈 오피스,용산구,서울특별시,대한민국,수도권,OFF-BI-10000871,사무용품,바인더,"Wilson Jones Binder Covers, Recycled",29334.69,3,0.17,4915.89
9357,ID-2014-31720,2015-05-02,2015-05-05,빠른 배송,JS-16030,김서연,소비자,안양시,경기도,대한민국,수도권,FUR-TA-10003179,가구,탁자,"Lesro Wood Table, Fully Assembled",1267436.7,5,0.47,-143529.3
9358,IN-2015-25028,2016-06-16,2016-06-20,빠른 배송,BS-11365,서민준,기업 고객,춘천시,강원도,대한민국,강원,OFF-BI-10004685,사무용품,바인더,"Acco Binder, Economy",30906,2,0,9547.2
9359,ID-2015-33330,2016-06-25,2016-06-29,빠른 배송,GM-14500,주혜슬,소비자,고흥군,전라남도,대한민국,호남,OFF-SU-10001869,사무용품,일반 사무용품,"Stiletto Scissors, Steel",62196.03,5,0.47,-52859.97
9360,IN-2015-32112,2016-01-05,2016-01-08,빠른 배송,EH-13765,강택수,기업 고객,북구,울산광역시,대한민국,영남,OFF-BI-10002627,사무용품,바인더,"Avery Binder Covers, Economy",30486.78,3,0.1,10474.38
9361,IN-2013-12141,2014-10-10,2014-10-14,표준 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,OFF-FA-10000838,사무용품,파스너,"Stockwell Push Pins, Assorted Sizes",48225.6,4,0,367.2
9362,IN-2013-12141,2014-10-10,2014-10-14,표준 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,OFF-FA-10001563,사무용품,파스너,"Stockwell Staples, Bulk Pack",31854.6,3,0,3763.8
9363,IN-2013-12141,2014-10-10,2014-10-14,표준 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,OFF-ST-10002292,사무용품,수납용품,"Fellowes Lockers, Single Width",423014.4,2,0,8445.6
9364,ID-2012-77696,2013-05-11,2013-05-15,표준 배송,ON-18715,김설희,기업 고객,서구,대전광역시,대한민국,충청,OFF-LA-10000869,사무용품,라벨,"Harbour Creations Removable Labels, Adjustable",26291.52,4,0.4,-2227.68
9365,IN-2014-53455,2015-06-20,2015-06-24,표준 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,수도권,TEC-PH-10002154,사무기기,전화기,"Cisco Headset, Full Size",183049.2,2,0,43880.4
9366,IN-2014-22417,2015-05-16,2015-05-18,빠른 배송,AF-10885,고혜정,소비자,서귀포시,제주특별자치도,대한민국,호남,FUR-CH-10002631,가구,의자,"Office Star Bag Chairs, Black",54070.2,1,0,4865.4
9367,ID-2015-37656,2016-08-31,2016-09-03,빠른 배송,ME-17725,안솔길,소비자,안산시,경기도,대한민국,수도권,OFF-SU-10004872,사무용품,일반 사무용품,"Elite Letter Opener, Easy Grip",88495.2,3,0,22950
9368,IN-2013-55317,2014-02-03,2014-02-05,특급 배송,DM-13345,소재섭,기업 고객,중구,인천광역시,대한민국,수도권,OFF-EN-10004885,사무용품,봉투,"Jiffy Interoffice Envelope, Recycled",166121.28,4,0.1,70037.28
9369,IN-2014-44404,2015-10-30,2015-11-02,특급 배송,AA-10480,배해윤,소비자,남동구,인천광역시,대한민국,수도권,TEC-CO-10004981,사무기기,복사기,"Canon Copy Machine, High-Speed",1194960.6,5,0.1,199083.6
9370,IN-2014-35304,2015-03-07,2015-03-09,빠른 배송,NM-18520,홍혜지,소비자,중구,울산광역시,대한민국,영남,FUR-FU-10001770,가구,가구류,"Deflect-O Clock, Erganomic",224588.7,6,0.25,74771.1
9371,IN-2015-15403,2016-10-01,2016-10-06,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,TEC-CO-10003702,사무기기,복사기,"Brother Ink, Digital",283270.932,3,0.37,53954.532
9372,IN-2015-15403,2016-10-01,2016-10-06,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,OFF-EN-10001109,사무용품,봉투,"Ames Interoffice Envelope, Recycled",118715.76,5,0.47,-105276.24
9373,IN-2015-15403,2016-10-01,2016-10-06,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,OFF-FA-10003604,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",36782.424,6,0.47,-23071.176
9374,IN-2015-15403,2016-10-01,2016-10-06,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,FUR-BO-10004679,가구,책장,"Safco Library with Doors, Pine",2010772.512,8,0.37,-829886.688
9375,IN-2015-15403,2016-10-01,2016-10-06,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,OFF-FA-10002388,사무용품,파스너,"Accos Push Pins, Assorted Sizes",45296.874,7,0.47,-36099.126
9376,IN-2015-15403,2016-10-01,2016-10-06,표준 배송,MC-17575,차승희,소비자,동구,울산광역시,대한민국,영남,OFF-BI-10004589,사무용품,바인더,"Avery Binding Machine, Economy",165391.776,4,0.17,-6090.624
9377,IN-2014-48471,2015-02-14,2015-02-18,표준 배송,VG-21790,백유린,소비자,음성군,충청북도,대한민국,충청,OFF-FA-10003980,사무용품,파스너,"OIC Paper Clips, Metal",74205,5,0,5814
9378,IN-2012-22662,2013-02-14,2013-02-16,빠른 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,충청,OFF-FA-10003318,사무용품,파스너,"Stockwell Clamps, Bulk Pack",58843.8,3,0,5232.6
9379,IN-2012-22662,2013-02-14,2013-02-16,빠른 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,충청,TEC-PH-10001640,사무기기,전화기,"Motorola Office Telephone, Full Size",74511,1,0,30538.8
9380,IN-2015-60469,2016-10-27,2016-10-31,표준 배송,SW-20455,박주선,소비자,부천시,경기도,대한민국,수도권,FUR-BO-10001501,가구,책장,"Bush Classic Bookcase, Metal",336306.24,1,0.2,96677.64
9381,IN-2015-70871,2016-11-01,2016-11-05,표준 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,FUR-BO-10004648,가구,책장,"Sauder Library with Doors, Pine",1844932.14,5,0.07,158566.14
9382,IN-2013-72600,2014-12-31,2015-01-04,표준 배송,LH-16900,김차연,소비자,전주시,전라북도,대한민국,호남,FUR-BO-10002510,가구,책장,"Safco 3-Shelf Cabinet, Traditional",464985.36,3,0.1,46469.16
9383,IN-2013-72600,2014-12-31,2015-01-04,표준 배송,LH-16900,김차연,소비자,전주시,전라북도,대한민국,호남,TEC-MA-10000684,사무기기,전산기기,"Okidata Calculator, White",139627.8,3,0.1,-1560.6
9384,IN-2013-72600,2014-12-31,2015-01-04,표준 배송,LH-16900,김차연,소비자,전주시,전라북도,대한민국,호남,OFF-ST-10000362,사무용품,수납용품,"Eldon File Cart, Blue",349647.84,3,0.1,65985.84
9385,IN-2013-72600,2014-12-31,2015-01-04,표준 배송,LH-16900,김차연,소비자,전주시,전라북도,대한민국,호남,OFF-PA-10001086,사무용품,종이,"Enermax Cards & Envelopes, Multicolor",267193.08,6,0.1,44486.28
9386,ID-2014-35094,2015-03-30,2015-04-03,표준 배송,JM-15580,문율,소비자,평택시,경기도,대한민국,수도권,FUR-TA-10002172,가구,탁자,"Hon Conference Table, Rectangular",937431,2,0.5,-131243.4
9387,ID-2012-71648,2013-11-26,2013-11-30,표준 배송,CR-12730,하준모,소비자,동대문구,서울특별시,대한민국,수도권,TEC-CO-10000825,사무기기,복사기,"Brother Ink, Color",758574,5,0,37791
9388,ID-2015-18665,2016-03-15,2016-03-21,표준 배송,NR-18550,박의수,소비자,동구,인천광역시,대한민국,수도권,FUR-CH-10004312,가구,의자,"Hon Bag Chairs, Set of Two",435132,12,0.25,-5875.2
9389,ID-2015-18665,2016-03-15,2016-03-21,표준 배송,NR-18550,박의수,소비자,동구,인천광역시,대한민국,수도권,FUR-BO-10004161,가구,책장,"Bush Corner Shelving, Mobile",251628.39,3,0.35,-127781.01
9390,ID-2015-18665,2016-03-15,2016-03-21,표준 배송,NR-18550,박의수,소비자,동구,인천광역시,대한민국,수도권,OFF-BI-10000328,사무용품,바인더,"Acco Binding Machine, Clear",131480.55,3,0.15,30867.75
9391,IN-2014-15459,2015-02-08,2015-02-12,표준 배송,RF-19840,신형우,소비자,가평군,경기도,대한민국,수도권,TEC-AC-10002257,사무기기,악세사리,"Logitech Numeric Keypad, Bluetooth",47246.4,1,0,16524
9392,IN-2012-41254,2013-06-23,2013-06-27,표준 배송,SC-20230,서혜연,기업 고객,강동구,서울특별시,대한민국,수도권,FUR-BO-10001372,가구,책장,"Safco Classic Bookcase, Pine",2689740,6,0,188190
9393,IN-2012-41254,2013-06-23,2013-06-27,표준 배송,SC-20230,서혜연,기업 고객,강동구,서울특별시,대한민국,수도권,OFF-SU-10000178,사무용품,일반 사무용품,"Acme Ruler, Easy Grip",37393.2,2,0,2937.6
9394,IN-2012-41254,2013-06-23,2013-06-27,표준 배송,SC-20230,서혜연,기업 고객,강동구,서울특별시,대한민국,수도권,TEC-PH-10002601,사무기기,전화기,"Motorola Smart Phone, Cordless",1311271.2,2,0,52448.4
9395,IN-2015-66594,2016-11-25,2016-11-30,표준 배송,MG-17680,남유비,홈 오피스,양평군,경기도,대한민국,수도권,OFF-BI-10003917,사무용품,바인더,"Avery Hole Reinforcements, Economy",8096.76,2,0.1,1793.16
9396,IN-2012-17797,2013-09-30,2013-10-05,빠른 배송,LH-17020,김솔잎,소비자,남구,인천광역시,대한민국,수도권,OFF-BI-10004553,사무용품,바인더,"Cardinal Binder, Clear",67779,5,0,33813
9397,IN-2015-45258,2016-08-22,2016-08-24,빠른 배송,EB-14170,서선엽,소비자,사하구,부산광역시,대한민국,영남,OFF-AR-10004148,사무용품,필기구,"Sanford Pens, Easy-Erase",57987,5,0,11016
9398,IN-2015-45258,2016-08-22,2016-08-24,빠른 배송,EB-14170,서선엽,소비자,사하구,부산광역시,대한민국,영남,FUR-CH-10004694,가구,의자,"Office Star Rocking Chair, Black",564998.4,4,0,203306.4
9399,ID-2015-65327,2016-03-11,2016-03-16,표준 배송,VT-21700,안현성,홈 오피스,서초구,서울특별시,대한민국,수도권,OFF-SU-10001308,사무용품,일반 사무용품,"Fiskars Trimmer, Serrated",126500.4,6,0.47,-71604
9400,IN-2015-61106,2016-06-24,2016-06-28,표준 배송,RH-19600,남상훈,소비자,종로구,서울특별시,대한민국,수도권,TEC-AC-10000642,사무기기,악세사리,"Logitech Flash Drive, Bluetooth",168049.08,6,0.1,54033.48
9401,IN-2013-23089,2014-10-02,2014-10-09,표준 배송,XP-21865,오준탁,소비자,안동시,경상북도,대한민국,영남,TEC-MA-10003330,사무기기,전산기기,"Panasonic Receipt Printer, Wireless",616590,5,0,36873
9402,IN-2013-23089,2014-10-02,2014-10-09,표준 배송,XP-21865,오준탁,소비자,안동시,경상북도,대한민국,영남,OFF-LA-10000707,사무용품,라벨,"Avery Removable Labels, Adjustable",8812.8,1,0,244.8
9403,IN-2013-23089,2014-10-02,2014-10-09,표준 배송,XP-21865,오준탁,소비자,안동시,경상북도,대한민국,영남,OFF-SU-10001535,사무용품,일반 사무용품,"Stiletto Trimmer, Easy Grip",181029.6,4,0,83232
9404,IN-2015-42171,2016-04-23,2016-04-25,특급 배송,KB-16585,최영롱,기업 고객,종로구,서울특별시,대한민국,수도권,TEC-AC-10003217,사무기기,악세사리,"Enermax Keyboard, USB",460854.36,6,0.1,76763.16
9405,IN-2013-50823,2014-11-13,2014-11-18,표준 배송,LS-16975,한만규,홈 오피스,통영시,경상남도,대한민국,영남,OFF-FA-10002058,사무용품,파스너,"Stockwell Thumb Tacks, Assorted Sizes",64810.8,6,0,13586.4
9406,ID-2015-32238,2016-12-13,2016-12-17,빠른 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,OFF-LA-10001658,사무용품,라벨,"Avery Round Labels, 5000 Label Set",32565.744,8,0.47,-21045.456
9407,ID-2015-32238,2016-12-13,2016-12-17,빠른 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,수도권,OFF-SU-10004766,사무용품,일반 사무용품,"Kleencut Shears, Easy Grip",78478.902,3,0.47,-1570.698
9408,IN-2015-11287,2016-11-13,2016-11-16,특급 배송,FH-14350,문선용,소비자,홍성군,충청남도,대한민국,충청,TEC-CO-10000660,사무기기,복사기,"Brother Fax and Copier, Laser",726589.656,4,0.07,93659.256
9409,IN-2015-34534,2016-06-18,2016-06-20,빠른 배송,SC-20770,최재현,기업 고객,달서구,대구광역시,대한민국,영남,OFF-BI-10000089,사무용품,바인더,"Wilson Jones 3-Hole Punch, Recycled",49158.9,2,0.15,19660.5
9410,IN-2014-17566,2015-08-05,2015-08-11,표준 배송,EH-13765,강택수,기업 고객,북구,울산광역시,대한민국,영남,FUR-BO-10003301,가구,책장,"Dania Floating Shelf Set, Metal",1205303.4,7,0,240975
9411,IN-2014-17566,2015-08-05,2015-08-11,표준 배송,EH-13765,강택수,기업 고객,북구,울산광역시,대한민국,영남,OFF-BI-10002594,사무용품,바인더,"Cardinal Binder Covers, Recycled",25214.4,2,0,10832.4
9412,IN-2014-17566,2015-08-05,2015-08-11,표준 배송,EH-13765,강택수,기업 고객,북구,울산광역시,대한민국,영남,TEC-AC-10004897,사무기기,악세사리,"Logitech Keyboard, Programmable",528003,7,0,126592.2
9413,IN-2014-17566,2015-08-05,2015-08-11,표준 배송,EH-13765,강택수,기업 고객,북구,울산광역시,대한민국,영남,OFF-BI-10000777,사무용품,바인더,"Ibico Binder Covers, Clear",80233.2,6,0,15973.2
9414,IN-2014-17566,2015-08-05,2015-08-11,표준 배송,EH-13765,강택수,기업 고객,북구,울산광역시,대한민국,영남,FUR-BO-10000883,가구,책장,"Dania Corner Shelving, Mobile",889572.6,7,0,8782.2
9415,IN-2014-60588,2015-11-21,2015-11-21,당일 배송,HM-14860,이윤승,기업 고객,성남시,경기도,대한민국,수도권,OFF-ST-10002714,사무용품,수납용품,"Eldon Box, Industrial",21909.6,2,0,8935.2
9416,IN-2014-60588,2015-11-21,2015-11-21,당일 배송,HM-14860,이윤승,기업 고객,성남시,경기도,대한민국,수도권,FUR-CH-10004312,가구,의자,"Hon Bag Chairs, Set of Two",96696,2,0,23194.8
